product_name,label
Spaghetti Bini Muda (Bol ognese) - DINE IN,FOOD
Blend GT (M),DRINK
NIKU UDON,FOOD
Salmon,FOOD
Kupon 7,OTHER
NEW BEEF SPAGHETTI,FOOD
MASHED POTATO,FOOD
UDG GR TLUR ASIN =*MEDIUM*=,FOOD
MOCCA ICE CREAM,FOOD
CUMI GR JUNJAN =*MEDIUM*=,FOOD
UDANG REBUS (M),FOOD
TIMUN JEPANG,FOOD
Air Mineral,DRINK
Chicken H-H,FOOD
Leng Hong Kien,FOOD
PAHA BAWAH,FOOD
BUBBLE GUM,FOOD
KING DEAL CHEESE BURGER R,FOOD
BULGOGI RICE R,FOOD
QTELA KRP/TMPE ORI55,FOOD
Red dragon (P),DRINK
CENTIKPLANCI,FOOD
Chicken Steak,FOOD
Pastry Keju,FOOD
MEDIUM FRIES,FOOD
ROTI SISIR,FOOD
Ice Cappuccino,DRINK
SEAFOOD MARINARA,FOOD
1/2 OTAK-OTAK,FOOD
CENTIK MANIS,FOOD
NASI PUTIH,FOOD
Mineral Water 600 ml,DRINK
df shllt by not250,FOOD
TSUKUNE,FOOD
Fanta Stwbry (L),DRINK
Fried Siomay,FOOD
3180-Soes Marmer,FOOD
RAMES AYAM,FOOD
PREMIUM YANGNYEOM GALBISAL,FOOD
Nila Bakar/Goreng,FOOD
P. RIBS SP (R),FOOD
GURAME FILLET M,FOOD
Mango Mint Iced Tea,DRINK
Fish Ball,FOOD
Set Menu Family,FOOD
LUMPIA UDANG,FOOD
FUSION TEA LYCHE,DRINK
TEH PAHIT PANAS,DRINK
BANANA CAKE PTG,FOOD
TEH KOTAK,DRINK
BASO KUAH,FOOD
KWETIAUW AYM SRM,FOOD
MATCHABERRY,DRINK
SAUSAGE PASTRY ROLL,FOOD
KCS 1,OTHER
Toripaitan Ekstrim telur,FOOD
JONGKONG,FOOD
Tempe Bacem,FOOD
1009-Roti Kelapa,FOOD
ROLL-IT PIZZA BREAD,FOOD
Bakso Ikan,FOOD
Es /hagat Jeruk,DRINK
U SEOL,FOOD
LM Dmplg Chli Sc,FOOD
MAKOLI,DRINK
1/2 Baso Sapi,FOOD
Sparkling Mango Mojito,DRINK
Bento Barbeque,FOOD
CHULPAN CHEESE DAK GALBI,FOOD
ROYAL CHEESE TART,FOOD
CHAPJEA,FOOD
Lasagna Di Carne,FOOD
BOX T. O,OTHER
SOTO KUDUS,FOOD
Sirloin Roll Enoki,FOOD
Enting2 Dua Bandeng Ori,FOOD
K.Chees Chic RC,FOOD
AQUA BOTTLE,DRINK
Soto Daging,FOOD
MOCA FLT OVLTIN,DRINK
PREMIUM TOAST PAN BREAD,FOOD
CHIKEN KATSU FF,FOOD
Green tea Dingin,DRINK
NASI LIWET (SATE BUNTEL AYAM),FOOD
DINE FOR 2,FOOD
P/P AMERICAN FAV,FOOD
Chocolate Log Cake,FOOD
S-Fresh Lemon Lime,DRINK
ES THE TAWAR,DRINK
NASI + AYAM KATSU TER...,FOOD
KP BRANDING S,OTHER
SHABU ADULT,FOOD
PAPER BAG BESAR,OTHER
KACANG MEDAN,FOOD
KP BRANDING L,OTHER
OCTOPUS SATAY,FOOD
ICED HIBISCUS LYCHEE TEA,DRINK
TAM 424 BUFFER 219,OTHER
Ptgs Eggtart,FOOD
Pisang Goreng,FOOD
PaulanerP1,DRINK
SAPO TH SEAFOOD =*MEDIUM*=,FOOD
ICED TEA,DRINK
NEW ORIENTAL CHK RICE,FOOD
4005-Maple glazed,FOOD
Green Tea ICE,DRINK
Avocado with Rock Salt and Cocoa Cream [R],DRINK
Sweet Plum Potato*,FOOD
Nasi Goreng Buntut,FOOD
CHEESE B,FOOD
Mike & Ike Original,FOOD
HYDROCOCO 250ML,DRINK
CAPPUCCINO,DRINK
CARAMELALMOND,FOOD
FRIED CALAMARI,FOOD
Otak-otak Singapore,FOOD
PKT AYAM,FOOD
CHOCBAN CUP,FOOD
Mocha,DRINK
LONTONG CAP GO MEH,FOOD
sun kissed (P),DRINK
COKLAT KEJU,FOOD
FL Cake-French,FOOD
ES JERUK,DRINK
Tea (Ice),DRINK
STIX CINNAMON,FOOD
Chinese Tea-Jasmine,DRINK
CHIC NAMBAN BENTO,FOOD
BLACKCURRANT,DRINK
RB. SAPSAY CHICKEN,FOOD
LALAP SEGAR,FOOD
1022-ROTI KACANG MERAH,FOOD
BANANA MLK+MATCHA PU,DRINK
FRANKFRUT S/USAGE ROLL,FOOD
CHANGE TO CHICKEN BOX,FOOD
Nasi Putih,FOOD
LEMPER,FOOD
Ayam Goreng Crispy Spicy,FOOD
PLASTIC BAG RED CENTRAL SI,OTHER
BOTOL(MOMOGI BOTOL KACA ASI),OTHER
CHAMISUL,DRINK
ICE BLACK COFFE,DRINK
1 PC BIC,FOOD
SIKAT BOTOL/BSC,OTHER
JapaneseBeef Hamburg,FOOD
SPGTHY BOLOGNASE,FOOD
Sate Babi Manis,FOOD
Extra Whipping Cream,FOOD
CREAMY BEEF CLS FTC,FOOD
TEH MANIS PANAS,DRINK
RICE CASE 7L W/CUP,OTHER
Butter Milk Popcorn,FOOD
Original Hugarian Ku,FOOD
SHRIMP SATSUMA,FOOD
IKAN GABUS FRESH,FOOD
CUSTARD SOB RO,FOOD
Milo,DRINK
LM Poach Marble Beef,FOOD
Nasi CampurBali,FOOD
Tempe Goreng,FOOD
BIHUN GORENG AYAM,FOOD
-Corn Flakes Cookies,FOOD
CEKER AYAM,FOOD
Ice Lemon Tea,DRINK
REGAL MARIE 125 GR,FOOD
Chinese Tea,DRINK
DORI KATSU,FOOD
TATAKAN MANDI (JARING MANDI JALA) -,OTHER
HOT TEA,DRINK
PAKET BER2,FOOD
CHOCO PUFF,FOOD
BEEF CURRY RICE,FOOD
[MD] SOFT MORNING ROLL,FOOD
LARGE ICED LEMON TEA,DRINK
Giant Squid,FOOD
Yi Fu Mies Small,FOOD
PKT TELOR/PERKEDEL,FOOD
Spaghetti ChickPesto,FOOD
ICE GREENTEA,DRINK
S-Bubble Milk Tea,DRINK
WOOSAM RICE R,FOOD
"ROTI ""0""",FOOD
FRANKFRUT SAUSAGE ROLL,FOOD
PPSODENT TP WHTNG,OTHER
Tahu Bakso,FOOD
WAKI PLATTER FOR 4-5,FOOD
AYAM GR KERING,FOOD
GYERAN MARI,FOOD
SHITAKE SKEWER,FOOD
Nerds Trop Punch,FOOD
Sambal Gabus Asin Cb,FOOD
PLASTIK KECIL,OTHER
Teppan Seafood Udon,FOOD
I SPECIAL SBL MATAH,FOOD
Sop Sui Jiao,FOOD
TAKE AWAY,OTHER
Chicken Soy Sauce H,FOOD
Plastik Putih Take Away,OTHER
Bakso Campur,FOOD
NASI GORENG NJUN,FOOD
Kopi Susu Kampung.,DRINK
SOONDUBU CHIGE,FOOD
HAEMUL DENJANG JJIGAE,FOOD
IKAN GURAME MED,FOOD
SALMON PESTO,FOOD
ICED GT,DRINK
109.NG NANAS,FOOD
TEH TARIK P,DRINK
Fish Glue,FOOD
Kupon 4,OTHER
FIXALL HK 26521,OTHER
CHICKEN PICATTA,FOOD
POCAI BWG PUTIH,FOOD
Box Bakmie (M),FOOD
"1216 GGM 12"" TTN HERO YONDU",OTHER
SPECTRA BREAST DISPOSABLE PADS (IRIS) / BP-0001 (BREASTPADS),OTHER
PREMIUM MILK PAN BREAD,FOOD
Ayam Asam Manis M,FOOD
BENECOL LYCHEE 2S,DRINK
CHOCO DONUT PRETZEL,FOOD
"Chicken HCC, 1PCS",FOOD
JEKSEOK YANG NYEOM GUI,FOOD
Tahu Isi Ayam,FOOD
CAKWE,FOOD
COOKIES AND CREAM,DRINK
SKEWERED SHUMAI,FOOD
PLASTIC BAG ME,OTHER
TERONG BELANDA,DRINK
SAUCYS BROOD,FOOD
Jamur Isi Ayam,FOOD
CAKE PITA,FOOD
Sambel Kecap,FOOD
K11 CHOCO 1217,FOOD
LOYALTY PROGRAM,OTHER
SIAO MAI BABI,FOOD
Mendoan,FOOD
TEH/ES TEH MANIS,DRINK
Snowman Cake Chocolate,FOOD
Nannys Customer Fries,FOOD
WDH SUN GEL 40ML,OTHER
PLASTIK TENTENG,OTHER
Soup Patin,FOOD
Valdostana,FOOD
Y.BASO PROM,FOOD
CF NASI PUTIH,FOOD
Large *Plastik Kcl,OTHER
BULGOGI BIBIMBAB,FOOD
CHEESE ROLLS 6PCS,FOOD
TAIL STOMACH (S),FOOD
Jamur Goreng,FOOD
Toripaitan shoyu telur,FOOD
CHILLY N'CHEESE,FOOD
mush pasta,FOOD
Gado Gado,FOOD
CALAMARI KATSU,FOOD
Y.B.BAT,FOOD
SAKATONIK LVR 10S,OTHER
M-Konjac Milk Tea,DRINK
TEH SEREH,DRINK
Nasi Uduk Ayam,FOOD
Tepanyaki Cawanmushi,FOOD
BAKPAO BKR C CRISPY,FOOD
1001-ROTI COKLAT,FOOD
KENTHIR 2,FOOD
HAM CHEESE FLAT BREAD,FOOD
Lemon Plate,FOOD
PRAWN & SPINACH PASTA,FOOD
AMBUSH CHS BURGER,FOOD
REDBEAN BREAD,FOOD
Soaghetti Deluxe,FOOD
1069-ROTI KEJU COKLAT,FOOD
escargot florentine,FOOD
1004-Smoked Cheese & Mushroom,FOOD
CB/P BLACK PEPP BEEF,FOOD
Large 1,OTHER
KEJU SUSU,FOOD
WELL TORI KARAAGE MU,FOOD
CUMI BANGKA,FOOD
BAK MANDI (BAK MANDI TAIWAN BESAR),OTHER
CHOCOLATE ICE CREAM,FOOD
Goblin's Mace,OTHER
LIPTON PITCHER,DRINK
Iced Sleepy Coffee,DRINK
Plastik Amook,OTHER
Peach Tea,DRINK
Chicken Baked Rice,FOOD
MINERAL WATER,DRINK
GYOZA AYAM GORENG,FOOD
Mineral water(normal),DRINK
FROZEN CAPUCINO,DRINK
TEA,DRINK
THAI ICED GREEN TEA,DRINK
A.MINERAL GELAS,DRINK
FREE LILIN SPIRAL,OTHER
CUSTARD SOBORO,FOOD
CRUNCHY CHOC,FOOD
Udang Gandum L,FOOD
Nutella Cheese,FOOD
JAP CHAE,FOOD
Red Velvet S,FOOD
Hatosi Rambutan,FOOD
ateh Tawar ateh Tawar,DRINK
MUJAIR BAKAR,FOOD
Jasmine Tea,DRINK
Ori Bento,FOOD
ChicTeriyakiTeishoku,FOOD
BOTTLED WATER,DRINK
GOLIA ACTIV PLS 4,FOOD
QUARTO FORMANGGI PASTA,FOOD
CHOCOLATE MILK SHAKE,DRINK
BAKSO BNGKS,FOOD
CHICKEN KATSU CURRY UDON,FOOD
BACON SHIMEJI SPAGHE,FOOD
KLEPON,FOOD
PEPPER AUS,FOOD
(Goreng)Ayam Gyoza,FOOD
TEH TELOR,DRINK
Nerds Strw Grape,FOOD
Premier Mineral Water (L t1),DRINK
L C MESES,FOOD
S-Matcha Macchiato,DRINK
Hero,OTHER
Kuey Teow Goreng Singapore,FOOD
MILK PASTRY ROLL,FOOD
PAIN AU CAFE MOCHA,FOOD
Ades,DRINK
Se'I Sapi Lada Hitam (J),FOOD
CHOCOLATE TWIST,FOOD
UDG GR TLUR ASIN,FOOD
Chicken Cesar Salad,FOOD
Grill Sea Bass,FOOD
Apple Pie,FOOD
BLUS WANITA,OTHER
Mike & Berry,DRINK
DENDENG,FOOD
Fre ice grentea,DRINK
Lurisia Bolle 330ml,DRINK
Teh Tawar,DRINK
SATE ATI GO,FOOD
JABCHAE BEEF,FOOD
TEA TAWAR,DRINK
TAMAGO,FOOD
TIRAMISU CIN,FOOD
BLACK CHEESE HOTDOG,FOOD
DarkBeer0.3L,DRINK
Lemon Jc,DRINK
MUSTELA BABY OIL 100ML,OTHER
CHO CAKE SMA,FOOD
OREO GREEN TEA SPREAD,FOOD
MIE KOCOK,FOOD
ABURA UDON (SPICY),FOOD
MACARONI,FOOD
OYONG 3 TELOR,FOOD
Chokocha Flt,DRINK
DEPT04,OTHER
Cream Soup,FOOD
Tobiko Gunkan,FOOD
Chines Tea Green Tea,DRINK
SOGOGI JAPCHAE,FOOD
S-Caramel Milk Tea,DRINK
CMPN TROPICANA.CHO75,FOOD
FOOT 6,OTHER
WH3 M LW,OTHER
CRISPY REAL CHEESE,FOOD
Full Box,OTHER
Strawberry Log Cake,FOOD
RTD Madu Aloevera,DRINK
MOZZARELA STICK,FOOD
Nats Bitter Choco cake,FOOD
MANGO GT (L),DRINK
AREM AREM,FOOD
MIE CINCANG,FOOD
Mineral water (s),DRINK
Ha Kaou Udng,FOOD
GALBI TANG,FOOD
AMOUSH DBL CHS BURG,FOOD
CHINESE TEA KWAN'IM,DRINK
TAHU GORENG CRISPY,FOOD
Naga Lychee Juice,DRINK
I TRIPL CHZ,FOOD
DADA DADA,FOOD
KWETIAW GORENG SEA,FOOD
JAMUR,FOOD
VANDOOLEN,FOOD
Mantau - 2 pcs,FOOD
Lamien Udang T,FOOD
GREEN TEA LYCHEE,DRINK
1,OTHER
Kuah Kaldu Ayam,FOOD
HAZELNUT ALM,FOOD
Mgc Chees Wd,FOOD
Mocca Float,DRINK
FFries Large,FOOD
REAL CHOCOLATE ROLL,FOOD
KRN FRIED CHICKN HNY,FOOD
hot lemon tea,DRINK
PL. MUFFIN BLUEBERRY,FOOD
4003-Blueberry Fuji,FOOD
PLASTIK BAG;: 000 PC,OTHER
M02.LMK BEEF RNDANG,FOOD
Cheese Tart Original,FOOD
YANG YUM GUI,FOOD
Ayam Pop,FOOD
red curry beef,FOOD
BUBUR GO,FOOD
BOLU HAWAI PTNG,FOOD
CROQUE MONSIEUR,FOOD
PM CABE HIJAU CURA,FOOD
CREAMY CHK CLS FTC,FOOD
LAPIS SURABAYA PTG,FOOD
ANGSIO TH PC JMR,FOOD
IPED MANDARIN,DRINK
NOIR PIZZA BREAD,FOOD
TERONG,FOOD
Dom Cha Vire Sls,DRINK
Hot Cappuccino,DRINK
SALAD DRESSING THOUSAND ISLAND,FOOD
KERUPUK KULIT,FOOD
SUP BURUNG DARA,FOOD
TEH PANAS,DRINK
KFC Winger HC,FOOD
BUDS CALMING TUMMY RUB CREAM 30ML(TOILETRIES),OTHER
ES BUAH,DRINK
Plastic Bag Small,OTHER
ES KOPI SOKLAT,DRINK
CHUM CHURUM,DRINK
FRESH FRUIT COCKTAIL,DRINK
SAMGYOPSAL,FOOD
F.FRIES COMBO,FOOD
Kailan hongkong,FOOD
SENDOK DAN GARPU PLASTIK,OTHER
Ayam Garang Asem,FOOD
Lemon iced tea,DRINK
RB. COKLAT BAR,FOOD
RTD Relaxing Drink,DRINK
SBL GR ATI/AMPLA,FOOD
DECOLGEN TABLET 4S,OTHER
PEDULI DISABILITAS,OTHER
U SAM GYEOP,FOOD
*PlastiK Kcl,OTHER
Crab Stick,FOOD
500 days of summer (P),DRINK
SATSUMA AGE NIGIRI,FOOD
AYM GR JUN NJAN,FOOD
[RICHE] BLACK SAKURA,FOOD
phad thai,FOOD
MIE MERAH PG,FOOD
Kwan Yin Cup,DRINK
CUMI GR TEPUNG =*MEDIUM*=,FOOD
XLB Org Pork 10x,FOOD
Shampo Aloevera,OTHER
PILLOW COKLAT,FOOD
ONIGIRI,FOOD
Tahu Ikan Oma Giok,FOOD
PLASTIK 33,OTHER
TIGER ROLL PTG,FOOD
Mushroom Soup,FOOD
Round Wagyu (1gr),FOOD
CK Redvelvet,FOOD
Bihun Ayam Jamur,FOOD
OPEN KITCHEN,OTHER
Roasted Chicken,FOOD
TOGE LAUK ASIN,FOOD
PAJON,FOOD
NASI KUNING,FOOD
Grilled Salmon Head,FOOD
Paru Babi,FOOD
LE MINERALE 600ML,DRINK
chapsal twister donnut,FOOD
green tea,DRINK
CF BBQ CHKN WING,FOOD
SANGU TIMBEL KOMPLIT,FOOD
PIZZA TOAST,FOOD
PKT MIE LELEH,FOOD
REAL CHEESE INSIDE BREAD,FOOD
Emily's Shrimp Scampi Fettucine,FOOD
Nasi Goreng,FOOD
* MINERAL WATER,DRINK
TEH TELUR,DRINK
Nasi Goreng Samb,FOOD
SAUSAGE AND SALAMI,FOOD
LUNCH BOX 3P SET W/RED BAG & SP00 N.,OTHER
Pavarotti,OTHER
Jamur Enoki,FOOD
BENTO CHICKEN TERIYAKI,FOOD
TLJ SPANISH COFFEE,DRINK
ES KOPI SUSU,DRINK
SAPO TH SEAFOOD,FOOD
Cappucino (Hot/Iced),DRINK
Cheong Fen Udg,FOOD
CHO MOUSSE,FOOD
CAPPUCINO CI,DRINK
SKEWERED TOFU ROLL,FOOD
5014-LEMPER IKAN,FOOD
Toblerone BanCheese,FOOD
SOTO BETAWI + NASI,FOOD
Capcai Seafood,FOOD
R.PISANG COKLAT,FOOD
3190-Disney Taartjes Siram Coklat,FOOD
KWETIAW SIRAM SAPI,FOOD
PUCUK/H TEH L/SGR350,DRINK
SC/R GRILLED STEAK,FOOD
KOROKE CURRY,FOOD
AYAM POP,FOOD
PHO TAI CHIN(R),FOOD
Combo 2,FOOD
BangBang Chick Wings,FOOD
"0217 GGM 12"" TITAN HERO GAMORA",OTHER
BROWN SAUCE,FOOD
XXI Java Tea (M),DRINK
PKT LELEH AYM GEPRK,FOOD
Heavy alvin potato,FOOD
1244-PLASTIK TENTENGAN SEDANG,OTHER
EARL GREY MILK TEA,DRINK
Samabal SP,FOOD
1026-Garlic Pesto,FOOD
FRIED RC SFOOD,FOOD
French Fries,FOOD
Kimchi P,FOOD
HAKAU UDANG,FOOD
SIRSAK,FOOD
chic ques,FOOD
Pillow Choco,FOOD
Ice Kopi,DRINK
KERTAS KADO 1500,OTHER
Kopi Susu Sudirman,DRINK
SOUR CREAM N ONION,FOOD
WELL CHICKEN KATSU C,FOOD
BEEF CURRY UDON,FOOD
AQUA BTL,DRINK
(TW)NASI GORENG,FOOD
Canele (Mini),FOOD
Cha Keaw L...,DRINK
Home Made Lemonade,DRINK
SAMBAL TRI BELAH,FOOD
Maling,FOOD
PR ORIGINAL 150gr,FOOD
MINERAL 600 ML,DRINK
Es Teh Tawar,DRINK
PAIN AU CHOCOLATE,FOOD
KUE PILUS ASIN,FOOD
1066-Choconut Bun,FOOD
MIKA SEDANG,OTHER
Bbk Bengil Nasi,FOOD
[LG] BLACK SAKURA,FOOD
BULGOGI JEONGSIK,FOOD
Sutake Kombinasi,FOOD
EGG TEMPURA [P],FOOD
Mineral Cup,DRINK
Roti Keju Manis.,FOOD
PIRATES TREASURE,DRINK
Bbk Panggang Sam,FOOD
DARK CHOCOLATE MUFFIN,FOOD
Creamed Spinach,FOOD
Lemon Tea (L).,DRINK
AQUA BOTOL,DRINK
(TW) MIE GORENG AYAM,FOOD
JEK SEOK TEOK POKI (S),FOOD
BIHUN GORENG JJ =*MEDIUM*=,FOOD
Kwetiaw Ayam Jamur,FOOD
Choco Peanut Bread,FOOD
Robert Olio Mushroom Spaghetti,FOOD
NS FILET IKN ASM MNS,FOOD
CARBONARA UDON,FOOD
UDANG RE,FOOD
Kerang/Kikil,FOOD
SPRITE,DRINK
PECEL MADIUN,FOOD
PLAIN CONGEE,FOOD
REGULAR FRIES,FOOD
Extra Jelly Lychee,FOOD
Lemon Juice,DRINK
Bebek Street,FOOD
Nasgor Jawa,FOOD
Ice Tea,DRINK
DIMSUM,FOOD
TEH TAWAR,DRINK
Teh Tawar Panas,DRINK
The Roselle,DRINK
Pepenero Pastel,FOOD
CHICKEN KATSUDON,FOOD
WALL'S FEAST VNILA65,FOOD
SUNDUBU(TUKBEGI) CHAM KKOT SAL,FOOD
AYAM PENYET,FOOD
Roast Beef Crepes,FOOD
SUPER CHEESE,FOOD
CRISPY CHOCO,FOOD
ICED MOCHA LATTE [R],DRINK
BIHUN MASAK KUAH,FOOD
Sprite (L).,DRINK
CREAMCHEESE BREAD,FOOD
WHOP JR 15K,FOOD
Bakpao telur asin,FOOD
Fanta Strwbry (L),DRINK
Empal,FOOD
Spaghetti Deluxe,FOOD
PAKET SUPER MANTAP 2A RAACHA,FOOD
NASI BAKAR,FOOD
Free Ice Tea,DRINK
ZAI.Milk Choco Egg Avenger60gr,FOOD
TakeAway Charge,OTHER
Es Teh,DRINK
Nasi Rawon,FOOD
Pdg Madness,FOOD
EDAMAME,FOOD
Lychee Float,DRINK
GRILLED CALAMARI,FOOD
3025-BOLU GULUNG MOCCA PTG,FOOD
3002-Kyoto Choco Mochi,FOOD
TEH BTL ES,DRINK
JERUK LEMON IMP,FOOD
Chicken Shio Special,FOOD
KRPU MCN TIM 700,FOOD
S/QUEEN MONTES 50,FOOD
fettucine Hubert chicken capers,FOOD
RB. ABON AYAM,FOOD
CT06.TEA 0 HOT R.,DRINK
BASO TAHU BIHUN,FOOD
1216 DPR BATB SD ENCHANTED ROS,OTHER
LUMPUR,FOOD
Coffee Rocksalt [R],DRINK
FILLET DORI,FOOD
Butter Cheese Corn,FOOD
REAL GANACHE,FOOD
hot tea,DRINK
AMANDEL BROOD,FOOD
GORENGAN,FOOD
CB PR SIRLOIN,FOOD
Fish n Chips,FOOD
SAMBEL TOMAT SEG,FOOD
I13.SIMANGOSONG,FOOD
Nasi Goreng Rawon,FOOD
1244-Plastik Tentengan Sedang,OTHER
GOCHUJANG SAMGYEOPSAL,FOOD
AQUA 600ML,DRINK
TAHU JPG S TRM,FOOD
SPECIALTY COMBO,FOOD
THAI ICETEA,DRINK
CRISPY APPLE RAISIN PASTR,FOOD
Ngohiong,FOOD
REGULAR COKE,DRINK
Sawi Putih,FOOD
SANGU TUTUG ONCOM,FOOD
AYAM,FOOD
TEH,DRINK
LYCHEE ICE TEA,DRINK
Bihun Goreng,FOOD
CAPPUCINO BLEND,DRINK
MINUMAN KEMASAN/REFILL,DRINK
KOL GORENG,FOOD
ISI CAMPUR,FOOD
PORK TENDER (L),FOOD
ICED LEMON TEA,DRINK
[MD] MINI CASTELLA ORIGIN,FOOD
Peyek Parcel,FOOD
YAKULT ISI 5 PCS,DRINK
VANBOOLEN,FOOD
WAGYU RIBEYE,FOOD
JINSENG SAMGYETANG,FOOD
Sicito Babi,FOOD
DODOT CUCU COKLAT,DRINK
Chicken Maryland,FOOD
Pocky Chocolate,FOOD
Kepiting 7-8.4ons - Chilly 0.7 1,FOOD
CHOCOLATE ECLAIR,FOOD
BASO TAHU,FOOD
KFC DAY,FOOD
Udang Mentega Sdg (M,FOOD
Extra Ice Cream,FOOD
M/POKO STD XXL5,OTHER
Beef Set A,FOOD
SENDOK BEBEK,OTHER
COCA COLA,DRINK
Se'i Sapi Sambal Lu'at (R),FOOD
Reflection Sparkling,DRINK
BEEF CHEDDAR PO,FOOD
JAPCHE,FOOD
HZ CHOCO MT (L) TOPPING,DRINK
APPLE CREAMCHEESE PASTRY,FOOD
TROPICAL PUNCH,DRINK
MULNAENGMYO N,FOOD
Lemon grass tea (Dine in),DRINK
CHINESE TE,DRINK
ICE COFFE MIX,DRINK
Tahu Sandwidh,FOOD
TAHU GORENG,FOOD
Popcorn Salt (M),FOOD
D.RING COKLAT,FOOD
Gojek Chicken Chilli Sauce H,FOOD
JOIE KUBBIE(BABY BOX),OTHER
NASI UDUK SATE BUNTEL,FOOD
Soup Baso Ikan,FOOD
YANG NYEOM SAM GYEOP SAL,FOOD
CHOCO CHIP,FOOD
1245-PLASTIK TENTENGAN KECIL,OTHER
Gyro Platter Regular,FOOD
MIKA BESAR,OTHER
CABE KERITING CURA,FOOD
Mamamia,FOOD
BASO KWETIAU,FOOD
Mush Fritters,FOOD
YAKI ADULT,FOOD
BO SSAM,FOOD
BCT,OTHER
GONG GIBAB,FOOD
Sate Babi Bumbu Bali,FOOD
1001-Choco Bun,FOOD
(TA) KWETIAW SEAFOOD SIRAM,FOOD
Teppan Seafood Fr Rc,FOOD
BOGO CHEESY RASHER,FOOD
ES ILAT BOYO,DRINK
Chicken Vege Rice Bowl,FOOD
2011-Whole wheat Katamari,FOOD
Ocha Cold,DRINK
POTATO PEPPER BAGEL,FOOD
Nasi Tambah,FOOD
DE13.PSANG IJO MDM,FOOD
LgrBeer0.3L,DRINK
RICHEESE WFR KJ P,FOOD
ABURA UDON (ORIGINAL),FOOD
POCAI 3 TELUR,FOOD
SCREAMING RED BEAN,FOOD
Discount BCA 15%,OTHER
Box Yi Fu Mie (L),FOOD
#F11 CREAM HAMBURG 0,FOOD
Pillow Kombi,FOOD
Topping Milo Sparkle (untuk 1 Po rsi),FOOD
Pecel Pincuk,FOOD
OCHA DINGIN,DRINK
Nasi Ayam Dewata,FOOD
SAUSAGE DONUT,FOOD
SALAD DRESSING SPICY TOMATOES KEWPIE 25ML,FOOD
YUKHWE,FOOD
FL Mille Crepes -,FOOD
BLACK PEPPER MEATBALL,FOOD
RTD Rosella Aloevera,DRINK
S-KOI Cafe Macchiat,DRINK
RED VELVET,FOOD
CHOCO BANANA,FOOD
NO1.MR.MI TLR ASIN,FOOD
Lychee Ice Tea,DRINK
Snack Lestari All,FOOD
KWETIAW GORENG SAPI,FOOD
Cafe Latte,DRINK
Es Teh Manis,DRINK
TUTUP SEAL,OTHER
1439-TUNA CHEESE WHEAT SANDWICH,FOOD
Tahu Goreng,FOOD
JAVA TEA,DRINK